id,word,category,sentenceJapanese,sentenceRomaji,sentenceEnglish
sent-0167,ぶつける,Essential Verbs,車が電柱にぶつけられた。,Kuruma ga denchuu ni butsukerareta.,The car was crashed into an electric pole.
sent-0168,ぶつける,Essential Verbs,彼女は彼に自分の意見をぶつけた。,Kanojo wa kare ni jibun no iken o butsuketa.,She confronted him with her opinion.
sent-0169,ぶつける,Essential Verbs,子供が玩具を床にぶつけて壊した。,Kodomo ga omocha o yuka ni butsukete kowashita.,The child broke the toy by hitting it against the floor.
sent-0170,ぶつける,Essential Verbs,話し合いの中で意見をぶつけ合うことが大切だ。,Hanashiai no naka de iken o butsukeau koto ga taisetsu da.,It is important to exchange opinions during discussions.
sent-0171,違う,Essential Verbs,彼の意見と私の意見は違う。,Kare no iken to watashi no iken wa chigau.,His opinion and my opinion are different.
sent-0172,違う,Essential Verbs,これは昨日見た本と違う。,Kore wa kinou mita hon to chigau.,This is not the same book I saw yesterday.
sent-0173,違う,Essential Verbs,君の考えが正しかったら、私は違っていた。,"Kimi no kangae ga tadashikattara, watashi wa chigatte ita.","If your opinion was correct, then I was wrong."
sent-0174,違う,Essential Verbs,この町では、雰囲気が季節によって違う。,"Kono machi de wa, fun'iki ga kisetsu ni yotte chigau.",The atmosphere in this town is different depending on the season.
sent-0175,違う,Essential Verbs,問題の解答方法は複数あって、それぞれ違うと思います。,"Mondai no kaitou houhou wa fukusuu atte, sorezore chigau to omoimasu.",I think there are multiple different solutions to the problem.
sent-0176,近づける,Essential Verbs,目標に近づけるために一生懸命働きます。,Mokuhyou ni chikazukeru tame ni isshoukenmei hatarakimasu.,I will work hard to bring myself closer to my goal.
sent-0177,近づける,Essential Verbs,彼に近づけるように努力します。,Kare ni chikazukeru you ni doryoku shimasu.,I will strive to get closer to him.
sent-0178,近づける,Essential Verbs,石を足に近づけると痛みが酷くなります。,Ishi o ashi ni chikazukeru to itami ga hidoku narimasu.,Bringing a stone close to my foot makes the pain worse.
sent-0179,近づける,Essential Verbs,完璧な演技に近づけるために、彼女は練習を重ねました。,"Kanpeki na engi ni chikazukeru tame ni, kanojo wa renshuu o kasanemashita.",She practiced repeatedly to get closer to a perfect performance.
sent-0180,近づける,Essential Verbs,彼の情熱が、私たちを理想の未来に近づける。,"Kare no jounetsu ga, watashitachi o risou no mirai ni chikazukeru.",His passion brings us closer to an ideal future.
sent-0181,近づく,Essential Verbs,駅に近づくにつれて人が増えてきた。,Eki ni chikazuku ni tsurete hito ga fuete kita.,"As we approached the station, the number of people increased."
sent-0182,近づく,Essential Verbs,彼女は警戒しているので、近づくのは難しい。,"Kanojo wa keikai shiteiru node, chikazuku no wa muzukashii.","She is on guard, so it's difficult to approach her."
sent-0183,近づく,Essential Verbs,夏休みが近づくと、子どもたちはわくわくする。,"Natsuyasumi ga chikazuku to, kodomo-tachi wa wakuwaku suru.","As summer vacation approaches, the children get excited."
sent-0184,近づく,Essential Verbs,台風が近づく前に、窓を閉めておいた方がいい。,"Taifuu ga chikazuku mae ni, mado o shimete oita hou ga ii.",It's better to close the windows before the typhoon approaches.
sent-0185,近づく,Essential Verbs,彼は私に近づくたびに緊張してしまう。,Kare wa watashi ni chikazuku tabi ni kinchou shite shimau.,"Every time he approaches me, I get nervous."
sent-0186,抱く,Essential Verbs,彼は大きな夢を抱いている。,Kare wa ookina yume o idaite iru.,He has a big dream.
sent-0187,抱く,Essential Verbs,彼女は自分の意見を抱くことができます。,Kanojo wa jibun no iken o idaku koto ga dekimasu.,She can hold her own opinion.
sent-0188,抱く,Essential Verbs,彼は子供を抱いて寝かしつけた。,Kare wa kodomo o daite nekashitsuketa.,He held the child and put him to sleep.
sent-0189,抱く,Essential Verbs,その情報に対して疑惑を抱く人が多い。,Sono jouhou ni taishite giwaku o idaku hito ga ooi.,Many people harbor doubts about that information.
sent-0190,抱く,Essential Verbs,彼女は彼に対して深い愛情を抱いている。,Kanojo wa kare ni taishite fukai aijou o idaite iru.,She holds deep affection for him.
sent-0191,だます,Essential Verbs,彼は私を簡単にだました。,Kare wa watashi o kantan ni damashita.,He easily deceived me.
sent-0192,だます,Essential Verbs,彼女は上手に人をだますことができる。,Kanojo wa jouzu ni hito o damasu koto ga dekiru.,She can skillfully deceive people.
sent-0193,だます,Essential Verbs,だますつもりでしたが、彼にばれてしまった。,"Damasu tsumori deshita ga, kare ni barete shimatta.","I intended to deceive him, but he found out."
sent-0194,だます,Essential Verbs,詐欺師にだまされて、大金を失った。,"Sagishi ni damasarete, taikin o ushinatta.",I was deceived by a swindler and lost a lot of money.
sent-0195,だます,Essential Verbs,彼は誰でもだませるほど口がうまい。,Kare wa dare demo damaseru hodo kuchi ga umai.,He's so good at speaking that he can deceive anyone.
sent-0196,出す,Essential Verbs,彼は宿題を先生に出すのを忘れた。,Kare wa shukudai o sensei ni dasu no o wasureta.,He forgot to hand in his homework to the teacher.
sent-0197,出す,Essential Verbs,レポートは金曜日までに出すべきだ。,Repōto wa kin'yōbi made ni dasu beki da.,The report should be submitted by Friday.
sent-0198,出す,Essential Verbs,騒音に悩まされていたので、彼女はクレームを出すことにした。,"Sōon ni nayamasarete ita node, kanojo wa kurēmu o dasu koto ni shita.","She was troubled by the noise, so she decided to file a complaint."
sent-0199,出す,Essential Verbs,食器を出してテーブルを用意してください。,Shokki o dashite tēburu o youi shite kudasai.,Please take out the dishes and prepare the table.
sent-0200,出す,Essential Verbs,先生がテストの結果を出して学生に shiraseta.,Sensei ga tesuto no kekka o dashite gakusei ni shiraseta.,The teacher released the test results and informed the students.
sent-0201,出かける,Essential Verbs,雨が降っているので、傘を持って出かけます。,"Ame ga futte iru node, kasa o motte dekakemasu.","Since it is raining, I will go out with an umbrella."
sent-0202,出かける,Essential Verbs,今日は友達と買い物に出かける予定です。,Kyou wa tomodachi to kaimono ni dekakeru yotei desu.,"Today, I am planning to go shopping with my friend."
sent-0203,出かける,Essential Verbs,仕事が終わったら、すぐに出かけます。,"Shigoto ga owattara, sugu ni dekakemasu.",I will go out as soon as I finish work.
sent-0204,出かける,Essential Verbs,明日の朝早く出かけなければなりません。,Ashita no asa hayaku dekakanakereba narimasen.,I have to go out early tomorrow morning.
sent-0205,出かける,Essential Verbs,彼は毎週末に旅行に出かけるのが好きです。,Kare wa maishuumatsu ni ryokou ni dekakeru no ga suki desu.,He likes to go on trips every weekend.
sent-0206,できる（出来る）,Essential Verbs,出来るだけ早く返事をください。,Dekiru dake hayaku henji o kudasai.,Please reply as soon as possible.
sent-0207,できる（出来る）,Essential Verbs,彼は料理がとても上手にできる。,Kare wa ryouri ga totemo jouzu ni dekiru.,He can cook very well.
sent-0208,できる（出来る）,Essential Verbs,その仕事は私にはできません。,Sono shigoto wa watashi ni wa dekimasen.,I cannot do that job.
sent-0209,できる（出来る）,Essential Verbs,今週中にそのレポートを完成させるために、できるだけ努力します。,"Konshuu chuu ni sono repooto o kansei saseru tame ni, dekiru dake doryoku shimasu.",I will try my best to complete the report within this week.
sent-0210,できる（出来る）,Essential Verbs,できる限り練習して、試合に勝ちたいです。,"Dekiru kagiri renshuu shite, shiai ni kachitai desu.",I want to win the match by practicing as much as possible.
sent-0211,出る,Essential Verbs,試験に出るつもりはありません。,Shiken ni deru tsumori wa arimasen.,I don't intend to take the exam.
sent-0212,出る,Essential Verbs,一番出口を出ると、すぐに駅があります。,"Ichiban deguchi o deru to, sugu ni eki ga arimasu.","When you exit from the first exit, the station is immediately there."
sent-0213,出る,Essential Verbs,会議に出る前に資料を準備しておいてください。,Kaigi ni deru mae ni shiryou o junbi shite oite kudasai.,Please prepare the materials before going to the meeting.
sent-0214,出る,Essential Verbs,高校を出たら、すぐに働き始めました。,"Koukou o detara, sugu ni hataraki hajimemashita.",I started working right after leaving high school.
sent-0215,出る,Essential Verbs,今度のパーティーには絶対出るべきだよ。,Kondo no paatii niwa zettai deru beki da yo.,You should definitely go to the next party.
sent-0216,選ぶ,Essential Verbs,私はメニューから料理を選ぶのが難しいです。,Watashi wa menyuu kara ryouri o erabu no ga muzukashii desu.,It's difficult for me to choose a dish from the menu.
sent-0217,選ぶ,Essential Verbs,明日のコーディネートを今晩選ぶべきです。,Ashita no koodeineeto o konban erabu beki desu.,I should choose my outfit for tomorrow tonight.
sent-0218,選ぶ,Essential Verbs,色々な映画があって、どれを選ぶか決められない。,"Iroirona eiga ga atte, dore o erabu ka kimerarenai.","There are various movies, and I can't decide which one to choose."
sent-0219,選ぶ,Essential Verbs,彼は選ばれた5名の候補者の中から最も適任者を選ぶ必要がある。,Kare wa erabareta gonin no kouhosha no naka kara mottomo tekininsha o erabu hitsuyou ga aru.,He needs to choose the most suitable person from among the five selected candidates.
sent-0220,選ぶ,Essential Verbs,賢明な消費者は品質と価格を比較して商品を選ぶ。,Kenmei na shouhisya wa hinshitsu to kakaku o hikaku shite shouhin o erabu.,A wise consumer chooses products by comparing quality and price.
sent-0221,増える,Essential Verbs,人口が増えることで、都市の問題が sarani shinkokka suru.,"Jinkou ga fueru koto de, toshi no mondai ga sarani shinkokka suru.","As the population increases, the problems of cities become even more serious."
sent-0222,増える,Essential Verbs,最近、仕事の量が増える一方で、時間が取れません。,"Saikin, shigoto no ryou ga fueru ippou de, jikan ga toremasen.","Recently, with the increasing amount of work, I can't find any time."
sent-0223,増える,Essential Verbs,グローバル温暖化によって、災害が増えることが予想される。,"Guroobaru ondanka ni yotte, saigai ga fueru koto ga yosou sareru.",It is predicted that disasters will increase due to global warming.
